ROOT,LEMMA,LEMMA_ARA,PATTERN_ABSTRACT,PATTERN,GLOSS,FUNCTION,POS
r.$.$,maro$uw$,مَرْشُوش,ma1o2uw3,ma1o2uw3,splattered;sprinkled,-,NOUN
r.$.$,mira$~ap,مِرَشَّة,mi1o2a3+ap,mi1a2~,watering_can,-,NOUN
r.$.$,ra$~,رَشّ,1a2o3,1a2~,spraying;sprinkling,-,NOUN
r.$.$,ra$~aA$,رَشَّاش,1a2~A3,1a2~aA3,shower;sprinkler;water_hose,-,NOUN
r.$.$,ra$~aA$ap,رَشَّاشَة,1a2~A3+ap,1a2~aA3,machine_gun,-,NOUN
r.$.$,ra$~ap,رَشَّة,1a2o3+ap,1a2~,drizzle;sprinkle,-,NOUN
r.$.$,ra$aA$,رَشَاش,1a2A3,1a2aA3,spray,-,NOUN
r.$.$,maro$uw$,مَرْشُوش,ma1o2uw3,ma1o2uw3,splattered;sprinkled,-,ADJ
r.$.d,{isotaro$ad,ٱِسْتَرْشَد,{isota1o2a3,{isota1o2a3,request_guidance;seek_advice,trans,VERB
r.$.d,>aro$ad,أَرْشَد,>a1o2a3,>a1o2a3,direct;guide;instruct,trans,VERB
r.$.d,ra$~ad,رَشَّد,1a2~a3,1a2~a3,guide;lead,trans,VERB
r.$.d,ra$ad-u,رَشَد-ُ,1a2a3_INTRANS,1a2a3,be_mature;be_well_guided,INTRANS,VERB
r.$.d,<iro$aAd,إِرْشَاد,<i1o2A3,<i1o2aA3,advice;counseling;guidance;instruction,-,NOUN
r.$.d,muro$id,مُرْشِد,mu1o2i3,mu1o2i3,adviser;guide;instructor,-,NOUN
r.$.d,ra$aAd,رَشَاد,1a2A3,1a2aA3,integrity;maturity,-,NOUN
r.$.d,ra$ad,رَشَد,1a2a3,1a2a3,forthrightness;integrity,-,NOUN
r.$.d,raA$id,رَاشِد,1A2i3,1aA2i3,adult;rational;rightly_guided,-,NOUN
r.$.d,ru$od,رُشْد,1u2o3,1u2o3,integrity;maturity,-,NOUN
r.$.d,taro$iyd,تَرْشِيد,ta1o2iy3,ta1o2iy3,guidance,-,NOUN
r.$.d,<iro$aAdiy~,إِرْشَادِيّ,<i1o2A3+iy~,<i1o2aA3iy~,didactic,-,ADJ
r.$.d,muro$id,مُرْشِد,mu1o2i3,mu1o2i3,advising;guiding;instructing,-,ADJ
r.$.d,ra$iyd,رَشِيد,1a2iy3,1a2iy3,mature;rational,-,ADJ
r.$.d,raA$id,رَاشِد,1A2i3,1aA2i3,adult;rational;rightly_guided,-,ADJ
r.$.f,{irota$af,ٱِرْتَشَف,{i1ota2a3,{i1ota2a3,drink;sip,trans,VERB
r.$.f,ra$af-i,رَشَف-ِ,1a2a3,1a2a3,drink;sip,trans,VERB
r.$.f,ra$af-u,رَشَف-ُ,1a2a3,1a2a3,drink;sip,trans,VERB
r.$.f,ra$if-a,رَشِف-َ,1a2i3,1a2i3,drink;sip,trans,VERB
r.$.f,tara$~af,تَرَشَّف,ta1a2~3,ta1a2~a3,drink;sip,trans,VERB
r.$.f,ra$ofap,رَشْفَة,1a2o3+ap,1a2o3,gulp;sip,-,NOUN
r.$.H,ra$~aH,رَشَّح,1a2~a3,1a2~a3,appoint_as_candidate;nominate,trans,VERB
r.$.H,ra$aH-a,رَشَح-َ,1a2a3,1a2a3,filter;perspire,trans,VERB
r.$.H,tara$~aH,تَرَشَّح,ta1a2~3_INTRANS,ta1a2~a3,be_a_candidate;be_nominated,INTRANS,VERB
r.$.H,{iroti$aAH,ٱِرْتِشَاح,{i1oti2A3,{i1oti2aA3,infiltration,-,NOUN
r.$.H,mura$~aH,مُرَشَّح,mu1a2~a3,mu1a2~a3,candidate;nominated;nominee,-,NOUN
r.$.H,mura$~iH,مُرَشِّح,mu1a2~i3,mu1a2~i3,filter;filtering_installation;filtering_system,-,NOUN
r.$.H,mutara$~iH,مُتَرَشِّح,muta1a2~i3,muta1a2~i3,candidate;nominated;nominee,-,NOUN
r.$.H,ra$aAHap,رَشَاحَة,1a2A3+ap,1a2aA3,transudation_(sweat_passing_through_pores),-,NOUN
r.$.H,ra$oH,رَشْح,1a2o3,1a2o3,filtration;perspiration,-,NOUN
r.$.H,tara$~uH,تَرَشُّح,ta1a2~u3,ta1a2~u3,candidature;infiltration,-,NOUN
r.$.H,taro$iyH,تَرْشِيح,ta1o2iy3,ta1o2iy3,candidacy;nomination,-,NOUN
r.$.H,mura$~aH,مُرَشَّح,mu1a2~a3,mu1a2~a3,nominated;selected,-,ADJ
r.$.H,mura$~iH,مُرَشِّح,mu1a2~i3,mu1a2~i3,filtering,-,ADJ
r.$.H,mutara$~iH,مُتَرَشِّح,muta1a2~i3,muta1a2~i3,nominated;selected,-,ADJ
r.$.m,ra$am-u,رَشَم-ُ,1a2a3,1a2a3,designate;mark,trans,VERB
r.$.m,ra$om,رَشْم,1a2o3,1a2o3,sign_of_the_cross;unction,-,NOUN
r.$.m,ra$omap,رَشْمَة,1a2o3+ap,1a2o3,ornamental_halter;plastering,-,NOUN
r.$.n,raA$in,رَاشِن,1A2i3,1aA2i3,baksheesh;gratuity;tip,-,NOUN
r.$.n,rawo$anap,رَوْشَنَة,1awo2a3+ap,1awo2a3,"rawshana_(approx._""being_cool_hip"")",-,NOUN
r.$.q,ra$aq-u,رَشَق-ُ,1a2a3,1a2a3,insert;pelt;strike;throw,trans,VERB
r.$.q,ra$uq-u,رَشُق-ُ,1a2u3_INTRANS,1a2u3,be_elegant;be_shapely,INTRANS,VERB
r.$.q,taraA$aq,تَرَاشَق,ta1A2a3,ta1aA2a3,pelt_each_other,trans,VERB
r.$.q,ra$aAqap,رَشَاقَة,1a2A3+ap,1a2aA3,shapeliness;slenderness,-,NOUN
r.$.q,ra$oq,رَشْق,1a2o3,1a2o3,pelting;throwing,-,NOUN
r.$.q,raA$iq,رَاشِق,1A2i3,1aA2i3,thrower,-,NOUN
r.$.q,ra$iyq,رَشِيق,1a2iy3,1a2iy3,elegant;slender,-,ADJ
r.$.r.$,ra$oraA$,رَشْرَاش,1a2o3A4,1a2o3aA4,tender,-,NOUN
r.$.r.$,ru$oru$,رُشْرُش,1u2o3u4,1u2o3u4,belt,-,NOUN
r.$.w,{irota$aY,ٱِرْتَشَى,{i1ota2a3,{i1ota2,be_corrupt;take_bribes,#-ay trans,VERB
r.$.w,ra$aA-u,رَشَا-ُ,1a2a3,1a2,bribe,#-aw trans,VERB
r.$.w,{iroti$aA',ٱِرْتِشَاء,{i1oti2A3,{i1oti2aA,bribery;corruption;venality,-,NOUN
r.$.w,ra$ow,رَشْو,1a2o3,1a2o3,bribery;corruption,-,NOUN
r.$.w,ra$owap,رَشْوَة,1a2o3+ap,1a2o3,bribe,-,NOUN
r.$.w,ri$aA',رِشَاء,1i2A3,1i2aA,rope;well_rope,-,NOUN
r.b.>,rabiy',رَبِيء,1a2iy3,1a2iy,guard,-,NOUN
r.b.b,rab~-u,رَبّ-ُ,1a2a3_INTRANS,1a2~,be_master_of;control,INTRANS,VERB
r.b.b,rab~-u,رَبّ-ُ,1a2a3_INTRANS,1a2a3,be_master_of;control,INTRANS,VERB
r.b.b,rab~ab,رَبَّب,1a2~a3,1a2~a3,bring_up;idolize;raise,trans,VERB
r.b.b,raAb~,رَابّ,1A2i3,1aA2~,stepfather,-,NOUN
r.b.b,raAb~ap,رَابَّة,1A2i3+ap,1aA2~,stepmother,-,NOUN
r.b.b,rab~,رَبّ,1a2o3,1a2~,lord;master;owner;proprietor,-,NOUN
r.b.b,rab~aAniy~aAt,رَبَّانِيَّات,1u2o3An+iy~+At,1a2~aAniy~,divinities,-,NOUN
r.b.b,rab~ap,رَبَّة,1a2o3+ap,1a2~,lady;mistress,-,NOUN
r.b.b,rabaAb,رَبَاب,1a2A3,1a2aA3,rabab;rabab_(lute-like_instrument_played_with_a_bow);rebec,-,NOUN
r.b.b,rabaAbap,رَبَابَة,1a2A3+ap,1a2aA3,rababa;rababa_(lute-like_instrument_played_with_a_bow);rebec,-,NOUN
r.b.b,rabiyb,رَبِيب,1a2iy3,1a2iy3,ally;stepson,-,NOUN
r.b.b,rabiybap,رَبِيبَة,1a2iy3+ap,1a2iy3,ally;stepdaughter,-,NOUN
r.b.b,rib~ap,رِبَّة,1i2o3+ap,1i2~,skin_eruption,-,NOUN
r.b.b,rub~,رُبّ,1u2o3,1u2~,pulp;thickened_juice,-,NOUN
r.b.b,rub~aAn,رُبَّان,1u2o3An,1u2~aAn,captain,-,NOUN
r.b.b,rub~aAniy~,رُبَّانِيّ,1u2o3An+iy~,1u2~aAniy~,captain,-,NOUN
r.b.b,rubuwbiy~ap,رُبُوبِيَّة,1u2uw3+iy~ap,1u2uw3iy~,deity;divinity,-,NOUN
r.b.b,rab~aAniy~,رَبَّانِيّ,1a2o3An+iy~,1a2~aAniy~,divine;divinity,-,ADJ
r.b.d,{irobad~,ٱِرْبَدّ,{i1o2a3~_INTRANS,{i1o2a3~,become_ashen;glower,INTRANS,VERB
r.b.d,{irobad~,ٱِرْبَدّ,{i1o2a3~_INTRANS,{i1o2a3a3,become_ashen;glower,INTRANS,VERB
r.b.D,rabaD-i,رَبَض-ِ,1a2a3_INTRANS,1a2a3,be_parked;be_positioned;be_stationed;lie_at_anchor;lie_down;lurk,INTRANS,VERB
r.b.d,tarab~ad,تَرَبَّد,ta1a2~3_INTRANS,ta1a2~a3,become_clouded;glower;turn_ashen,INTRANS,VERB
r.b.D,marobiD,مَرْبِض,ma1o2i3,ma1o2i3,resting_place;sheep_pen,-,NOUN
r.b.D,rabaD,رَبَض,1a2a3,1a2a3,resting_place;suburb,-,NOUN
r.b.d,murab~ad,مُرَبَّد,mu1a2~a3,mu1a2~a3,cloudy;gloomy,-,ADJ
r.b.E,rab~aE,رَبَّع,1a2~a3,1a2~a3,quadruple;square,trans,VERB
r.b.E,rabaE-a,رَبَع-َ,1a2a3,1a2a3,squat;stay,trans,VERB
r.b.E,tarab~aE,تَرَبَّع,ta1a2~3_INTRANS,ta1a2~a3,be_located;be_seated;be_situated;sit,INTRANS,VERB
r.b.E,>arobaEap,أَرْبَعَة,>a1o2a3+ap,>a1o2a3,four,-,NOUN
r.b.E,>arobaEiynaAt,أَرْبَعِينَات,>a1o2a3+iyn+At,>a1o2a3iyn,forties,-,NOUN
r.b.E,>arobaEiyniy~ap,أَرْبَعِينِيَّة,>a1o2a3+iyn+iy~ap,>a1o2a3iyniy~,forties,-,NOUN
r.b.E,>arobaEuwn,أَرْبَعُون,>a1o2a3+uwn,>a1o2a3,forty,s,NOUN
r.b.E,>arobiEaA',أَرْبِعَاء,>a1o2i3A',>a1o2i3aA,Wednesday,-,NOUN
r.b.E,marobaE,مَرْبَع,ma1o2a3,ma1o2a3,meadow;pasture;place_of_entertainment,-,NOUN
r.b.E,marobuwE,مَرْبُوع,ma1o2uw3,ma1o2uw3,medium;square,-,NOUN
r.b.E,murab~aE,مُرَبَّع,mu1a2~a3,mu1a2~a3,quadruple;square;tetragonal,-,NOUN
r.b.E,murab~aEap,مُرَبَّعَة,mu1a2~a3+ap,mu1a2~a3,district;section,-,NOUN
r.b.E,mutarab~iE,مُتَرَبِّع,muta1a2~i3,muta1a2~i3,cross-legged;seated;sitting_cross-legged;situated,-,NOUN
r.b.E,rab~aAE,رَبَّاع,1a2~A3,1a2~aA3,athlete,-,NOUN
r.b.E,rabiyE,رَبِيع,1a2iy3,1a2iy3,spring,-,NOUN
r.b.E,raboE,رَبْع,1a2o3,1a2o3,inhabited_area;living_zone;residence;territory,-,NOUN
r.b.E,raboEap,رَبْعَة,1a2o3+ap,1a2o3,rab'ah;rab'ah_(dry_measure),-,NOUN
r.b.E,rubaAE,رُبَاع,1u2A3,1u2aA3,four_at_a_time,-,NOUN
r.b.E,rubaAEiy~,رُبَاعِيّ,1u2A3+iy~,1u2aA3iy~,four-line_verse;quadrangle;quatrain,-,NOUN
r.b.E,ruboE,رُبْع,1u2o3,1u2o3,fourth;quarter,-,NOUN
r.b.E,tarobiyE,تَرْبِيع,ta1o2iy3,ta1o2iy3,plaza;quadrangle;quadrilateral;quadrupling;squaring,-,NOUN
r.b.E,tarobiyEap,تَرْبِيعَة,ta1o2iy3+ap,ta1o2iy3,plaza;square,-,NOUN
r.b.E,yarobuwE,يَرْبُوع,ya1o2uw3,ya1o2uw3,jerboa,-,NOUN
r.b.E,>arobaEiyniy~,أَرْبَعِينِيّ,>a1o2a3+iyn+iy~,>a1o2a3iyniy~,quadragenarian,-,ADJ
r.b.E,murab~aE,مُرَبَّع,mu1a2~a3,mu1a2~a3,quadruple;square;tetragonal,-,ADJ
r.b.E,mutarab~iE,مُتَرَبِّع,muta1a2~i3,muta1a2~i3,seated;sitting_cross-legged;situated,-,ADJ
r.b.E,rab~aAE,رَبَّاع,1a2~A3,1a2~aA3,athlete,-,ADJ
r.b.E,rabiyEiy~,رَبِيعِيّ,1a2iy3+iy~,1a2iy3iy~,spring-related,-,ADJ
r.b.E,rubaAEiy~,رُبَاعِيّ,1u2A3+iy~,1u2aA3iy~,four-part;four-sided,-,ADJ
r.b.E,ruboEiy~,رُبْعِيّ,1u2o3+iy~,1u2o3iy~,quarterly;trimestral,-,ADJ
r.b.E,tarobiyEiy~,تَرْبِيعِيّ,ta1o2iy3+iy~,ta1o2iy3iy~,quadratic;square,-,ADJ
r.b.g,raAbig,رَابِغ,1A2i3,1aA2i3,comfortable;pleasant,-,ADJ
r.b.H,>arobaH,أَرْبَح,>a1o2a3,>a1o2a3,give_profit;make_gain,trans,VERB
r.b.H,rab~aH,رَبَّح,1a2~a3,1a2~a3,give_profit;make_gain,trans,VERB
r.b.H,rabiH-a,رَبِح-َ,1a2i3,1a2i3,gain;profit,trans,VERB
r.b.H,muraAbaHap,مُرَابَحَة,mu1A2a3+ap,mu1aA2a3,resale_for_profit,-,NOUN
r.b.H,raAbiH,رَابِح,1A2i3,1aA2i3,beneficiary;lucrative;profiteer,-,NOUN
r.b.H,riboH,رِبْح,1i2o3,1i2o3,dividend;interest;profit;revenue,-,NOUN
r.b.H,riboHiy~ap,رِبْحِيَّة,1i2o3+iy~ap,1i2o3iy~,profitability,-,NOUN
r.b.H,rub~aAH,رُبَّاح,1u2~A3,1u2~aA3,monkey,-,NOUN
r.b.H,tarab~uH,تَرَبُّح,ta1a2~u3,ta1a2~u3,gaining;profiting,-,NOUN
r.b.H,murobiH,مُرْبِح,mu1o2i3,mu1o2i3,lucrative;profitable,-,ADJ
r.b.H,raAbiH,رَابِح,1A2i3,1aA2i3,lucrative;profitable,-,ADJ
r.b.H,riboHiy~,رِبْحِيّ,1i2o3+iy~,1i2o3iy~,interest;profit,-,ADJ
r.b.k,{irotabak,ٱِرْتَبَك,{i1ota2a3_INTRANS,{i1ota2a3,be_confused;be_entangled,INTRANS,VERB
r.b.k,>arobak,أَرْبَك,>a1o2a3,>a1o2a3,confuse;embarrass,trans,VERB
r.b.k,rabak-u,رَبَك-ُ,1a2a3,1a2a3,complicate;muddle,trans,VERB
r.b.k,rabik-a,رَبِك-َ,1a2i3_INTRANS,1a2i3,be_entangled,INTRANS,VERB
r.b.k,{irotibaAk,ٱِرْتِبَاك,{i1oti2A3,{i1oti2aA3,entanglement;involvement,-,NOUN
r.b.k,<irobaAk,إِرْبَاك,<i1o2A3,<i1o2aA3,confusion;embarrassment,-,NOUN
r.b.k,rabak,رَبَك,1a2a3,1a2a3,embarrassment;involvement,-,NOUN
r.b.k,murobik,مُرْبِك,mu1o2i3,mu1o2i3,bewildering;embarrassing,-,ADJ
r.b.k,murotabik,مُرْتَبِك,mu1ota2i3,mu1ota2i3,embarrassed;entangled;involved,-,ADJ
r.b.k,rabik,رَبِك,1a2i3,1a2i3,confused;embarrassed,-,ADJ
r.b.l,rabaAlap,رَبَالَة,1a2A3+ap,1a2aA3,corpulence,-,NOUN
r.b.l,rabolap,رَبْلَة,1a2o3+ap,1a2o3,mass_of_flesh,-,NOUN
r.b.l,rabil,رَبِل,1a2i3,1a2i3,fat;plump,-,ADJ
r.b.l,rabiyl,رَبِيل,1a2iy3,1a2iy3,corpulent;fleshy,-,ADJ
r.b.l,raboliy~,رَبْلِيّ,1a2o3+iy~,1a2o3iy~,fat;plump,-,ADJ
r.b.q,riboq,رِبْق,1i2o3,1i2o3,lariat;lasso,-,NOUN
r.b.q,riboqap,رِبْقَة,1i2o3+ap,1i2o3,noose,-,NOUN
r.b.S,rabaS-u,رَبَص-ُ,1a2a3,1a2a3,wait;watch,trans,VERB
r.b.S,tarab~aS,تَرَبَّص,ta1a2~3,ta1a2~a3,lay_an_ambush;take_up_positions,trans,VERB
r.b.S,mutarab~iS,مُتَرَبِّص,muta1a2~i3,muta1a2~i3,apprentice;candidate;student,-,NOUN
r.b.S,rawobaSap,رَوْبَصَة,1awo2a3+ap,1awo2a3,sleepwalking,-,NOUN
r.b.S,tarab~uS,تَرَبُّص,ta1a2~u3,ta1a2~u3,probationary_term;training_course,-,NOUN
r.b.S,tarawobuS,تَرَوْبُص,ta1awo2u3,ta1awo2u3,sleepwalking,-,NOUN
r.b.S,tarab~uSiy~,تَرَبُّصِيّ,ta1a2~u3+iy~,ta1a2~u3iy~,continuation_training,-,ADJ
r.b.T,{irotabaT,ٱِرْتَبَط,{i1ota2a3_INTRANS,{i1ota2a3,be_connected;be_tied,INTRANS,VERB
r.b.T,raAbaT,رَابَط,1A2a3_INTRANS,1aA2a3,be_stationed;take_up_positions,INTRANS,VERB
r.b.t,rab~at,رَبَّت,1a2~a3,1a2~a3,caress;stroke,#t trans,VERB
r.b.t,rabat-i,رَبَت-ِ,1a2a3,1a2a3,caress;stroke,#t trans,VERB
r.b.T,rabaT-i,رَبَط-ِ,1a2a3,1a2a3,connect;tie,trans,VERB
r.b.T,rabaT-u,رَبَط-ُ,1a2a3,1a2a3,connect;tie,trans,VERB
r.b.T,taraAbaT,تَرَابَط,ta1A2a3_INTRANS,ta1aA2a3,be_tied_together,INTRANS,VERB
r.b.T,{irotibaAT,ٱِرْتِبَاط,{i1oti2A3,{i1oti2aA3,cohesion;connection;link,-,NOUN
r.b.T,marobaT,مَرْبَط,ma1o2a3,ma1o2a3,horse_box,-,NOUN
r.b.T,marobiT,مَرْبِط,ma1o2i3,ma1o2i3,horse_box,-,NOUN
r.b.T,mirobaT,مِرْبَط,mi1o2a3,mi1o2a3,mooring_cable;terminal,-,NOUN
r.b.T,muraAbaTap,مُرَابَطَة,mu1A2a3+ap,mu1aA2a3,stationing,-,NOUN
r.b.T,muraAbiT,مُرَابِط,mu1A2i3,mu1aA2i3,garrisoned;posted;stationed,-,NOUN
r.b.T,raAbiTap,رَابِطَة,1A2i3+ap,1aA2i3,league;link;tie;union,-,NOUN
r.b.t,rabot,رَبْت,1a2o3,1a2o3,caress;stroke,-,NOUN
r.b.T,raboT,رَبْط,1a2o3,1a2o3,connecting;tying,-,NOUN
r.b.T,raboTap,رَبْطَة,1a2o3+ap,1a2o3,bandage;parcel;tie;wallet,-,NOUN
r.b.T,ribaAT,رِبَاط,1i2A3,1i2aA3,bandage;ligature;tie,-,NOUN
r.b.T,ribaATap,رِبَاطَة,1i2A3+ap,1i2aA3,self-control;self-restraint,-,NOUN
r.b.T,taraAbuT,تَرَابُط,ta1A2u3,ta1aA2u3,cohesion;interconnectedness,-,NOUN
r.b.T,marobuwT,مَرْبُوط,ma1o2uw3,ma1o2uw3,connected;tied,-,ADJ
r.b.T,muraAbiT,مُرَابِط,mu1A2i3,mu1aA2i3,garrisoned;posted;stationed,-,ADJ
r.b.T,murotabiT,مُرْتَبِط,mu1ota2i3,mu1ota2i3,connected;linked,-,ADJ
r.b.T,mutaraAbiT,مُتَرَابِط,muta1A2i3,muta1aA2i3,closely_related;closely_tied_together,-,ADJ
r.b.T,raAbiT,رَابِط,1A2i3,1aA2i3,connecting;tying,-,ADJ
r.b.T,ribaATiy~,رِبَاطِيّ,1i2A3+iy~,1i2aA3iy~,from/of_Rabat;from_Rabat;of_Rabat,-,ADJ
r.b.w,>arobaY,أَرْبَى,>a1o2a3,>a1o2,exceed;increase;make_grow,#-ay trans,VERB
r.b.w,raAbaY,رَابَى,1A2a3,1aA2,practice_usury,#-ay trans,VERB
r.b.w,rab~aY,رَبَّى,1a2~a3,1a2~,grow;raise,#-ay trans,VERB
r.b.w,raba>-a,رَبَأ-َ,1a2a3,1a2,esteem_highly,#-a> trans,VERB
r.b.w,rabaA,رَبَا,1a2a3,1a2,exceed;grow;increase,#-aw trans,VERB
r.b.w,tarab~aY,تَرَبَّى,ta1a2~3_INTRANS,ta1a2~,be_bred;be_brought_up;be_educated,INTRANS,VERB
r.b.w,marobaY,مَرْبَى,ma1o2a3,ma1o2,breeding_ground;place_of_growing_up,-,NOUN
r.b.w,muraAbiy,مُرَابِي,mu1A2i3,mu1aA2,charging_interest;usurer,-,NOUN
r.b.w,murab~aY,مُرَبَّى,mu1a2~a3,mu1a2~,brought_up;educated;jam_preserve,-,NOUN
r.b.w,murab~iy,مُرَبِّي,mu1a2~i3,mu1a2~,breeder;educator;governess;nursemaid;pedagogue;tutoress,-,NOUN
r.b.w,raAbiyap,رَابِيَة,1A2i3+ap,1aA2iy,hill,-,NOUN
r.b.w,rabaA',رَبَاء,1a2A3,1a2aA,favor;superiority;surplus,-,NOUN
r.b.w,rabiy}ap,رَبِيئَة,1a2iy3+ap,1a2iy},guard,-,NOUN
r.b.w,rabow,رَبْو,1a2o3,1a2o3,asthma,-,NOUN
r.b.w,rabowap,رَبْوَة,1a2o3+ap,1a2o3,hill,-,NOUN
r.b.w,ribaA,رِبَا,1i2a3,1i2,interest;usury,-,NOUN
r.b.w,ribowap,رِبْوَة,1i2o3+ap,1i2o3,myriad;ten_thousand,-,NOUN
r.b.w,tarobawiy~,تَرْبَوِيّ,ta1o2a3+iy~,ta1o2a3iy~,educator;pedagogue,-,NOUN
r.b.w,tarobiyap,تَرْبِيَة,ta1o2i3+ap,ta1o2iy,breeding;education;pedagogy,-,NOUN
r.b.w,murab~aY,مُرَبَّى,mu1a2~a3,mu1a2~,brought_up;educated,-,ADJ
r.b.w,mutarab~iy,مُتَرَبِّي,muta1a2~i3,muta1a2~,well-bred;well-mannered,-,ADJ
r.b.w,ribawiy~,رِبَوِيّ,1i2a3+iy~,1i2a3iy~,interest;usurious,-,ADJ
r.b.w,tarobawiy~,تَرْبَوِيّ,ta1o2a3+iy~,ta1o2a3iy~,educational;pedagogical,-,ADJ
r.d.>,rada>-a,رَدَأ-َ,1a2a3,1a2,prop;support,#-a> trans,VERB
r.d.>,radu&-u,رَدُؤ-ُ,1a2u3_INTRANS,1a2u3,be_bad,INTRANS,VERB
r.d.>,tarad~a>,تَرَدَّأ,ta1a2~3_INTRANS,ta1a2~,be_spoiled,INTRANS,VERB
r.d.>,radaA'ap,رَدَاءَة,1a2A3+ap,1a2aA',maliciousness;wickedness,-,NOUN
r.d.>,rido',رِدْء,1i2o3,1i2o,helper;support,-,NOUN
r.d.>,radiy',رَدِيء,1a2iy3,1a2iy,bad;malicious;wicked,-,ADJ
r.d.b,<irodab~ap,إِرْدَبَّة,<i1o2a3~+ap,<i1o2a3~,cesspool,-,NOUN
r.D.b,ruDaAb,رُضَاب,1u2A3,1u2aA3,saliva;spittle,-,NOUN
r.d.d,{irotad~,ٱِرْتَدّ,{i1ota2a3,{i1ota2~,forsake;refrain;revert,gem trans,VERB
r.d.d,{irotad~,ٱِرْتَدّ,{i1ota2a3,{i1ota2a3,forsake;refrain;revert,gem trans,VERB
r.d.d,{isotarad~,ٱِسْتَرَدّ,{isota1o2a3,{isota1a2~,reclaim;recover;regain,gem trans,VERB
r.d.d,{isotarad~,ٱِسْتَرَدّ,{isota1o2a3,{isota1o2a3,reclaim;recover;regain,gem trans,VERB
r.d.d,rad~-u,رَدّ-ُ,1a2a3,1a2~,answer;reply;return,gem trans,VERB
r.D.D,raD~-u,رَضّ-ُ,1a2a3,1a2~,bruise;crush,gem trans,VERB
r.d.d,rad~-u,رَدّ-ُ,1a2a3,1a2a3,answer;reply;return,gem trans,VERB
r.D.D,raD~-u,رَضّ-ُ,1a2a3,1a2a3,bruise;crush,gem trans,VERB
r.d.d,rad~ad,رَدَّد,1a2~a3,1a2~a3,reiterate;repeat,trans,VERB
r.d.d,tarad~ad,تَرَدَّد,ta1a2~3_INTRANS,ta1a2~a3,be_hesitant;be_repeated;have_doubts;occur_repeatedly,INTRANS,VERB
r.d.d,{irotidaAd,ٱِرْتِدَاد,{i1oti2A3,{i1oti2aA3,renunciation;retreat,-,NOUN
r.d.d,{isotirodaAd,ٱِسْتِرْدَاد,{isoti1o2A3,{isoti1o2aA3,reclamation;recovery;retraction,-,NOUN
r.d.d,marad~,مَرَدّ,ma1o2a3,ma1a2~,rejection;underlying_factor,-,NOUN
r.d.d,maroduwd,مَرْدُود,ma1o2uw3,ma1o2uw3,return;revenue;yield,-,NOUN
r.d.d,maroduwdiy~ap,مَرْدُودِيَّة,ma1o2uw3+iy~ap,ma1o2uw3iy~,profitability,-,NOUN
r.d.d,murad~id,مُرَدِّد,mu1a2~i3,mu1a2~i3,reiterating;repeating,-,NOUN
r.d.d,murotad~,مُرْتَدّ,mu1ota2i3,mu1ota2~,apostate;renegade,-,NOUN
r.D.D,raD~,رَضّ,1a2o3,1a2~,bruise;contusion,-,NOUN
r.d.d,rad~,رَدّ,1a2o3,1a2~,reply;repulsion;response;return,-,NOUN
r.d.d,rad~ap,رَدَّة,1a2o3+ap,1a2~,echo;reply;response;reverberation,-,NOUN
r.d.d,tarad~ud,تَرَدُّد,ta1a2~u3,ta1a2~u3,frequency;frequentation;reluctance,-,NOUN
r.d.d,tarodaAd,تَرْدَاد,ta1o2A3,ta1o2aA3,frequent_repetition;frequentation,-,NOUN
r.d.d,tarodiyd,تَرْدِيد,ta1o2iy3,ta1o2iy3,reiteration;repetition,-,NOUN
r.d.d,maroduwd,مَرْدُود,ma1o2uw3,ma1o2uw3,refused;rejected,-,ADJ
r.d.d,murad~id,مُرَدِّد,mu1a2~i3,mu1a2~i3,reiterating;repeating,-,ADJ
r.d.d,musotarid~,مُسْتَرِدّ,musota1o2i3,musota1i2~,reclaiming;recovering;regaining,-,ADJ
r.d.d,mutarad~id,مُتَرَدِّد,muta1a2~i3,muta1a2~i3,continuous;having_doubts;hesitant;hesitating;repeated,-,ADJ
r.D.D,raDiyD,رَضِيض,1a2iy3,1a2iy3,bruised;crushed,-,ADJ
r.d.d,tarad~udiy~,تَرَدُّدِيّ,ta1a2~u3+iy~,ta1a2~u3iy~,frequency,-,ADJ
r.d.E,{irotadaE,ٱِرْتَدَع,{i1ota2a3_INTRANS,{i1ota2a3,be_prevented,INTRANS,VERB
r.D.E,>aroDaE,أَرْضَع,>a1o2a3,>a1o2a3,breast-feed;nurture,trans,VERB
r.D.E,raD~aE,رَضَّع,1a2~a3,1a2~a3,breast-feed;nurture,trans,VERB
r.d.E,radaE-a,رَدَع-َ,1a2a3,1a2a3,deter;prevent;repel,trans,VERB
r.D.E,raDaE-i,رَضَع-ِ,1a2a3_INTRANS,1a2a3,be_breast-fed;be_nurtured,INTRANS,VERB
r.D.E,raDiE-a,رَضِع-َ,1a2i3_INTRANS,1a2i3,be_breast-fed;be_nurtured,INTRANS,VERB
r.D.E,<iroDaAE,إِرْضَاع,<i1o2A3,<i1o2aA3,breast_feeding,-,NOUN
r.D.E,muroDiE,مُرْضِع,mu1o2i3,mu1o2i3,foster_mother;wet_nurse,-,NOUN
r.D.E,raADiE,رَاضِع,1A2i3,1aA2i3,breast-feeding;suckling_infant,-,NOUN
r.d.E,raAdiE,رَادِع,1A2i3,1aA2i3,deterrence;impediment;obstacle,-,NOUN
